text,origins
Ons onderzoek heeft niet als doel om een fundamentele discussie te voeren over de gewenste vrijheidsgraden in het onderwijs,31
We signaleren alleen dat er uiteenlopende meningen zijn die de waardering over het toezicht van de inspectie kleuren naarmate een school de huidige wettelijke kaders meer onderschrijft zijn er ook minder discussies over de invulling van het toezicht dat erop is gericht om deze kaders te handhaven,31
Wel merken we in de interviews dat vanuit B3scholen soms vrijheidsbeperkingen worden aangedragen waarvan de inspectie aangeeft dat er meer vrijheid is,31
Aandacht voor communicatie door inspectie kan helpen op die onderdelen waar meer ruimte is voor de scholen maar waar sommige scholen dat niet zo ervaren,31
Dit betreft onder andere vrijheid in de manier waarop scholen de ontwikkeling van leerlingen inzichtelijk kunnen maken leerlingvolgsysteem en het centraal stellen van de individuele leerdoelen geen toetsende groepsvergelijking,31
En als er onvoldoende ruimte is binnen de wettelijke kaders dan is het aan de inspectie of aan de B3scholen om dit bij het ministerie van Onderwijs Cultuur en Wetenschap OCW te agenderen,31
OCW is sinds enige tijd bezig met bekijken wat anders kan in het particulier onderwijs bijvoorbeeld rond passend onderwijs en starteisen,31
Maar omdat het in relatie tot andere vraagstukken om een kleine groep scholen en leerlingen gaat en het niet echt misgaat heeft het volgens verschillende geïnterviewden geen prioriteit,31
Voor een deel van de geïnterviewden zijn de kleine aantallen overigens een reden om juist meer vrijheidsgraden te bieden niet alles willen dichtregelen accepteren dat er soms wat mis gaat niet op elk signaal reageren want veel gaat wel goed en niet elk kind past op elke school en het gaat vaak om leerlingen die anders wellicht thuiszitten,31
Er is vanuit de B3scholen geen structureel regulier overleg met het ministerie,31
OCW geeft aan daarvoor open te staan als de scholen zich organiseren maar dat dat waarschijnlijk lastig is omdat het een zeer diverse groep betreft,31
Enkele geïnterviewde B3scholen geven aan een bestuurlijke ingang te missen bij OCW,31
Zowel het ministerie als de PORaad en VORaad richten zich volgens hen vooral op het bekostigd onderwijs 32 De vertaalslag van de onderwijspraktijk naar de Onderzoekskaders NBO is volgens velen te bureaucratisch Naast de bovengenoemde principiële discussies over de vrijheidsgraden die aan B3 scholen gegeven moeten worden zijn er aandachtspunten over de wijze waarop de onderwijspraktijk gegeven de bestaande vrijheidsgraden vertaald wordt naar het Onderzoekskader NBO,31
Ook dit speelt vooral bij het toezicht op de vraaggestuurde B3scholen omdat zij op grond van hun onderwijsvisie niet werken met bijvoorbeeld een vastgesteld onderwijsaanbod met collectieve leerdoelen en referentieniveaus en met groepsgewijze toetsen,31
Dit vraagt dus om een vertaalslag naar de toetscriteria van de inspectie,31
Zowel scholen als de inspectie geven aan daar in onderling overleg wel uit te komen rekening houdend met de visie van de school,31
Toch wordt het door de geïnterviewde scholen als belangrijk aandachtspunt benoemd,31
De inspectie richt zich volgens hen nu te veel op meten en harde normen terwijl niet alles meetbaar is en op bureaucratische eisen en afvinklijstjes hetgeen niet past bij het vraaggestuurde onderwijs,31
Overigens noemen ook de andere scholen die we hebben gesproken als aandachtspunt dat het toezicht te bureaucratisch is en niet gaat over de echte kwaliteit,31
Neem daar de tijd voor bijvoorbeeld een week kom meelopen,31
Praat meer met ouders en leerlingen,31
Kijk naar de meerwaarde van het onderwijs in plaats van meten en vinken,31
Kom 22 van 43 Toezicht op B3scholen zonder verwachtingen en checklist,31
En kijk bij het beoordelen van de school naar het verhaal narratief en de inconsistentie daarvan in de praktijk,31
Focus op de totaalbeoordeling van de school vanuit de schoolvisie inclusief verbeterafspraken en dus niet op de afvinklijstjes met regels en normen,31
Overigens maken we uit de gesprekken met de inspecteurs op dat zij bij hun schoolbezoeken wel degelijk breder kijken naar het totaal van de school rondlopen relatie met schoolvisie maar dat dergelijke beschouwingen niet worden opgenomen in het inspectierapport waarin de focus juist vanwege de vrijheid van onderwijs ligt op de afgebakende toezichtcriteria,31
Mogelijk blijft een deel van het werk van de inspecteurs hierdoor onderbelicht,31
Daarnaast is er volgens verschillende geïnterviewden te weinig aandacht bij de inspectie voor wetenschappelijk onderzoek naar de effectiviteit van vernieuwend vraaggestuurd onderwijs,31
Hierdoor worden er op grond van nietwetenschappelijk bewezen veronderstellingen allerlei eisen aan deze scholen gesteld die volgens hen niets bijdragen aan de kwaliteit van het onderwijs,31
Dergelijk wetenschappelijk onderzoek zou kunnen helpen om anders vanuit de juiste aannames en met een passende taal naar onderwijs in het algemeen en deze scholen in het bijzonder te kijken,31
Ook het reguliere onderwijs zou hiervan kunnen leren,31
En het kan helpen om de impliciete verwachtingen van de inspectie expliciet te maken,31
Ook periodiek reflecteren op de echte kwaliteit op basis van wetenschappelijk onderzoek bijvoorbeeld in De Staat van het Onderwijs wordt daarbij genoemd 33 Vooral zorgen bij de hele kleine scholen Zowel de inspectie als een deel van de geïnterviewden noemt in het kader van het spanningsveld rond vrijheid van onderwijs verder de hele kleine scholen,31
Het gaat dan om de vraag of twee kinderen op een zolder die les krijgen van een ouder tevens bevoegde leraar een school is Is er dan voldoende plaats voor sociale interactie en kan de continuïteit van onderwijs worden geborgd In de praktijk blijkt dat volgens veel geïnterviewden lastig,31
Vanuit de wetgeving en vrijheid van onderwijs mag echter iedereen een school starten en worden geen eisen gesteld voor het oprichten van een B3school,31
De inspectie komt pas enige tijd na oprichting bij een school langs om te adviseren of een school een school is volgens de Leerplichtwet,31
Vanuit de zorg voor deze kleine scholen zou de inspectie de kennismakingsgesprekken eerder en steviger kunnen inzetten waarbij onder andere de visie van de school kan worden besproken,31
Om beter aan de voorkant te gaan zitten is dan wel sneller bericht van DUO nodig dat een nieuwe school zich heeft aangemeld,31
Ook zien enkele geïnterviewden een oplossing in een eerder en steviger kennismakingsgesprek aan de voorkant waarbij aandacht kan worden besteed aan wat het betekent om een school op te richten door meer inhoudelijk met de startende school in gesprek te gaan en duidelijk te maken welke eisen gaan gelden,31
Volgens sommige geïnterviewden zouden daarnaast extra starteisen voor nieuwe initiatieven kunnen helpen10 althans als dat geen papieren exercitie wordt,31
Bijvoorbeeld via eisen aan een minimaal aantal leerlingen of duidelijke indicaties voor groeipotentie,31
Dit mede in verband met het belang van sociale interactie voor de leerlingen,31
Of eisen aan onderwijstijd omdat kleine scholen soms dagelijks maar een paar uur onderwijs aanbieden vanwege het feit dat ze meer niet rond krijgen,31
Of extra eisen aan de uitwerking van de onderwijsvisie in het schoolplan inclusief de relatie met de te realiseren wettelijke eisen kerndoelen referentieniveaus sociale veiligheid etc,31
In het kader van de continuïteit is volgens sommigen ook aandacht voor de financiële en bedrijfsmatige kant van de school nodig,31
Een 23 van 43 Toezicht op B3scholen 10 Vanuit Meer Ruimte voor Nieuwe Scholen is er voor bekostigd onderwijs een zestal eisen geformuleerd waaraan een school bij aanvang moet voldoen geïnterviewde wijst erop dat de inspectie in sommige gevallen ook eerder over zou moeten gaan tot niet erkennen of sluiten van een school,31
Aan de andere kant wordt gewezen op het risico dat dergelijke starteisen de vernieuwing van het onderwijs beperkt,31
Ook de Nationale Ombudsman heeft hier in 2008 op gewezen in relatie tot de vrijheid van niet bekostigd onderwijs,31
Een niet bekostigde school moet volgens hen kunnen beginnen zonder belemmerende voorwaarden,31
Als alternatieven voor zwaardere starteisen worden genoemd het intensief en langer volgen of begeleiden van de school bij de oprichting en pas later een besluit nemen of de school formeel een school is 34 De rol van B3scholen in relatie tot passend onderwijs Zowel in de interviews met de inspectie als in verschillende andere interviews is ingegaan op passend onderwijs en de rol van B3scholen daarbij,31
Deze geïnterviewden wijzen erop dat B3scholen in de praktijk vaak een laatste kans zijn voor uitgevallen leerlingen om thuiszitten te voorkomen,31
Ook de hele kleine scholen zie 33 zijn vaak initiatieven die ontstaan rond de probleemsituatie van het eigen kind of enkele kinderen door het ontbreken van passend onderwijs,31
Als dergelijke initiatieven geen positief advies krijgen komt het kind mogelijk thuis te zitten,31
Sommige geïnterviewden vinden dat een onwenselijke situatie en pleiten voor een meer integrale benadering van passend onderwijs inclusief de problematiek van de thuiszitters gericht op de rol die de reguliere scholen de samenwerkingsverbanden en de B3scholen daarbij kunnen spelen Het stelsel bedient blijkbaar bepaalde groepen niet daar moeten we onze ogen niet voor sluiten,31
B3scholen kunnen daar ook een rol in spelen,31
Bekostigd en niet bekostigd onderwijs zouden elkaar volgens deze geïnterviewden meer moeten versterken zodat er een dekkend aanbod is,31
Dat zou je volgens veel van deze geïnterviewden ook financieel moeten kunnen organiseren waarbij er geld van het samenwerkingsverband naar een B3school kan gaan hetgeen met de huidige wetgeving niet mogelijk is,31
Ook geven verschillende geïnterviewden aan dat het bekostigd onderwijs en de samenwerkingsverbanden kunnen leren van hoe B3scholen leerlingen die in het reguliere onderwijs geen plek vinden passend onderwijs bieden,31
Aan de andere kant zijn er ook geïnterviewden die aangeven dat het geen taak is van B3scholen maar van de samenwerkingsverbanden om aan deze leerlingen passend onderwijs te bieden,31
Een wetsvoorstel dat in voorbereiding was om financiering van passend onderwijs op B3scholen mogelijk te maken heeft het mede om deze reden niet gehaald,31
Oplossingen worden nu gezocht binnen het passend onderwijs en er wordt door het ministerie nagedacht over verschillende opties voor onderwijszorgarrangementen combinatie van onderwijs en zorg,31
Het gaat hier om een bredere afweging dan de invulling van het toezicht op de B3 scholen en valt dus eigenlijk buiten het bestek van dit onderzoek,31
Toch noemen we het omdat het in vrijwel alle interviews spontaan naar voren komt,31
Wij kunnen hier alleen aangeven dat de inspectie dit met nog meer nadruk zou kunnen agenderen bij het beleidsdepartement zie ook 31 35 B3scholen zijn afhankelijk van de continuïteit van de inspectie Hoewel de geïnterviewde scholen de relatie met de inspectie als positief ervaren goed contact expertise korte lijnen geven enkele vraaggestuurde scholen aan erg afhankelijk te zijn van de inspectie vanwege de impact die het onderzoek en het oordeel heeft op de leerlingen en de school,31
Zoals in hoofdstuk 2 is beschreven wijzen scholen daarbij op het risico dat de beoordeling te veel afhankelijk is van de individuele inspecteur,31
In het verlengde daarvan geven deze vraaggestuurde 24 van 43 Toezicht op B3scholen scholen aan dat het tijd kost om de school te leren kennen,31
Continuïteit aan de kant van de inspectie is voor deze scholen daarom extra belangrijk ook vanuit de genoemde zorg dat een volgende inspecteur mogelijk vanuit een te traditioneel perspectief naar de school kijkt,31
De zorg van scholen dat het toezicht afhangt van de inspecteur wordt door de inspectie herkend,31
De inspectie heeft in het proces van het toezicht verschillende momenten waarop collegiale toetsing plaatsvindt samen naar een school afstemmen met team meelezen rapport,31
Maar het blijft mensenwerk dus er zijn natuurlijk ook verschillen,31
Daarom kiest de inspectie voor wisselende teams zodat er geleerd kan worden van elkaar en kennisoverdracht wordt geborgd ook voor nieuwe collegas,31
Enkele scholen doen suggesties Leidt een groep inspecteurs op voor de B3scholen met indien mogelijk certificering,31
Dit gaat zowel over kennis en inzicht in de pedagogische visie van de verschillende scholen als over de wijze waarop de inspecteurs de scholen als kritische vriend kunnen ondersteunen en kritiseren,31
Knip dit opleiden los van de inspectiebezoeken,31
En zorg in het verlengde hiervan voor een goed institutioneel geheugen bij de inspectie en continuïteit van inspecteurs op de scholen,31
En benut deze kennis ook nu al breder is de oproep van een van deze geïnterviewden Momenteel is de B3taakgroep van de inspectie de enige plaats binnen de overheid waar goede expertise en ervaring over fundamentele onderwijsinnovatie aanwezig is en uitgebouwd wordt,31
Het lijkt dat deze kennis en ervaring op dit moment niet of nauwelijks gebruikt wordt ten dienste van het gehele onderwijsbestel,31
Het zou interessant kunnen zijn de B3taakgroep meer te institutionaliseren en er een expertise groep van te maken ten dienste van de gehele inspectie en het ministerie van OCW 36 Enkele kanttekeningen bij financiële constructies Als het gaat om de relatie met passend onderwijs dan zijn veel geïnterviewden voorstander voor ruimere mogelijkheden om B3scholen op enigerlei wijze te financieren als zij leerlingen overnemen die binnen de samenwerkingsverbanden geen passende plaats kunnen vinden zie 34,31
Op dit moment zijn die mogelijkheden beperkt,31
In sommige gevallen geeft een gemeente een zorgvergoeding aan een B3school terwijl andere gemeenten dat niet doen,31
Een ander aandachtspunt zijn de kosten om te voldoen aan bepaalde toezichtcriteria waarvoor bekostigde scholen een tegemoetkoming ontvangen en waarvoor B3scholen niet in aanmerking komen,31
In sommige interviews is gewezen op het bestaan van financiële constructies waarbij de grenzen tussen bekostigd en niet bekostigd onderwijs worden opgezocht en waarvan geïnterviewden zich soms afvragen of dat wenselijk is en waar mogelijk handhaving nodig is,31
Zo wijst een B3school op oneigenlijke concurrentie met het bekostigde internationaal onderwijs,31
De IGBO en IGVOscholen11 mogen naast hun bekostiging een hogere en niet vrijwillige ouderbijdrage vragen waardoor ze per saldo lagere bijdragen kunnen vragen dan de commerciële scholen,31
Dit is bedoeld voor het onderwijs aan expatkinderen maar zou nu breder ingezet worden voor tweetalig onderwijs aan Nederlandse kinderen,31
Ook vermenging van schoolse en buitenschoolse activiteiten om aan extra middelen te komen worden genoemd 25 van 43 Toezicht op B3scholen 11 Internationaal georiënteerd basisonderwijsvoortgezet onderwijs 37 Prioriteren schaarse inspectiecapaciteit op basis van risicoinschatting De aandachtspunten en verbetersuggesties in de vorige paragrafen komen voort uit de interviews en geven een nadere inkleuring van veel van onze bevindingen in hoofdstuk 2,31
Een onderwerp dat minder prominent in de interviews naar voren komt is de wijze waarop de inspectie haar schaarse capaciteit prioriteert op basis van een risicoinschatting,31
Zoals in hoofdstuk 2 beschreven vindt dit impliciet plaats deels structureel via de intensievere toezichtcyclus voor het niet bekostigd onderwijs die is gebaseerd op een hogere risicoinschatting en deels incidenteel via het opvolgen van signalen en de weging daarvan in teambesprekingen,31
Op basis van ons onderzoek hebben we niet het beeld dat de inspectie verkeerde prioriteiten stelt maar het valt ons wel op dat de afwegingen moeilijk te onderbouwen zijn mede ook door het beperkt verplicht beschikbaar zijn van documentatie en informatie over de scholen,31
De afwegingen die aan de kant van de inspectie worden gemaakt zitten vooral in de hoofden van de mensen van het team,31
De pieken in het werk worden veelal door het team zelf opgevangen,31
Inzicht in de risicoafwegingen in relatie tot werkelijke tijdsbesteding kan de inspectie helpen de keuzes te onderbouwen ook als er structureel of incidenteel tekort aan capaciteit is,31
Uit de beschikbaar gestelde gegevens blijkt dat nieuwe B3scholen veel aandacht vragen van de inspectie,31
Van de 227 onderzoekenbezoeken die de afgelopen vijf jaar zijn uitgevoerd bij in totaal 92 scholen stonden er 77 onderzoekenbezoeken in het teken van kennismaking enof advies van in totaal 58 nieuwe initiatieven12,31
Bij de initiatieven die zijn doorgezet heeft bovendien in 30 gevallen binnen een jaar een kwaliteitsonderzoek plaatsgevonden13,31
Bijna de helft van de onderzoekenbezoeken van de afgelopen vijf jaar heeft dus plaatsgevonden bij nieuwe scholen,31
Dat kost dus relatief veel inspectiecapaciteit,31
Voor 18 aanvullende onderzoekenbezoeken bij 15 scholen was er een bijzondere aanleiding namelijk een herstelonderzoek specifiek onderzoek of signalen,31
De overige onderzoeken hebben plaatsgevonden in het kader van het reguliere toezicht en betreft de reguliere kwaliteitsonderzoeken 80 en het bureauonderzoek dat in 2016 bij veel scholen heeft plaatsgevonden 22,31
Zie afbeelding 12 Dit betreft zowel nieuwe scholen als reeds bestaande scholen die naast PO ook VO gaan aanbieden of andersom 13 In sommige gevallen is dit gepland voor 2021 26 van 43 Toezicht op B3scholen De inspectie wijst nog op klachten van enkele ouders over dat er geen tegemoetkoming in de studiekosten is bij staatsexamens,31
Hoewel de leerlingenaantallen niet van alle scholen bij ons bekend zijn is op basis van de 73 scholen waarvan we een indicatie hebben van het leerlingaantal waaronder 40 nieuwe scholen te constateren dat naast de nieuwe scholen ook de kleine B3scholen relatief veel aandacht krijgen van de inspectie,31
Bij deze 73 scholen zijn de afgelopen vijf jaar 203 onderzoekenbezoeken uitgevoerd,31
Daarbij gaat het in totaal om ongeveer 1800 leerlingen 50 van de bezoeken vindt plaats bij de kleinste scholen14 met minder dan 20 leerlingen met in totaal 310 leerlingen 17,31
Dus 50 van de inspectiebezoeken wordt ingezet voor 17 van de leerlingen,31
Bij de 40 nieuwe initiatieven gaat het om 475 leerlingen een kwart van het aantal leerlingen en 50 van het totaal aantal onderzoeken 27 van 43 Toezicht op B3scholen 14 Hoewel de leerlingenaantallen niet van alle scholen bij ons bekend zijn is op basis van de 73 scholen waarvan we een indicatie hebben van het leerlingaantal waaronder 40 nieuwe scholen te constateren dat er 11 hele kleine scholen zijn met drie leerlingen of minder,31
Er zijn 15 scholen met vier tot tien leerlingen en 12 scholen met 11 tot 20 leerlingen,31
Voor de andere helft van de grotere scholen is de verdeling als volgt 31 scholen met 21 tot 50 leerlingen drie scholen met 51100 leerlingen en één school met meer dan 100 leerlingen,31
De toezichtcyclus voor nietrisicovolle scholen is nog niet is opgerekt naar vier jaar,31
De kaders geven die mogelijkheid maar de inspectie vindt het gezien de risicos nog te riskant,31
Door voor de nietrisicovolle scholen over te gaan op een cyclus van eens in de vier jaar eventueel gecombineerd met themaonderzoeken zoals in het bekostigd onderwijs zou mogelijk ruimte kunnen worden gecreëerd in de capaciteit,31
Daarnaast zou het aanscherpen van de starteisen zie 33 mogelijk kunnen leiden tot minder nieuwe kleine scholen waardoor de schaarse inspectiecapaciteit minder versnipperd wordt over hele kleine aantallen leerlingen,31
Het is echter aan de inspectie om samen met OCW deze afweging te maken omdat dit direct raakt aan de vrijheidsgraden om nieuwe scholen te starten en aan de acceptatie van risicos,31
Als aanpassingen daarin niet gewenst zijn dan is de consequentie dat er relatief veel capaciteitsinzet benodigd is voor het toezicht op B3scholen 28 van 43 Toezicht op B3scholen 41 Doelstelling en onderzoeksvragen De ADR heeft op verzoek van de Inspecteurgeneraal van het Onderwijs een onderzoek uitgevoerd naar het toezicht op de B3scholen,31
Daarbij geven we inzicht in wat goed gaat en wat beter kan teneinde de opdrachtgever handvatten te geven om verbeteringen aan te brengen in de inrichting en uitvoering van het toezicht op de B3scholen,31
Om antwoord te geven op deze doelstelling zijn vier onderzoeksvragen geformuleerd,31
Met de eerste twee onderzoeksvragen is de feitelijke praktijk van het toezicht op B3scholen in beeld gebracht 1,31
Wat zijn de kaders bij het toezicht op B3scholen 2,31
Welke aanpak en werkwijze hanteert de inspectie bij het nader invulling geven aan het toezicht op B3scholen en welke keuzes en afwegingen worden daarbij gemaakt De volgende onderzoeksvraag geeft inzicht in de gewenste situatie vanuit reflecties op de feitelijke praktijk 3,31
Welke aandachtspunten zijn er bij het toezicht op de B3scholen in de praktijk c,31
Op welke punten hebben de verschillende stakeholders andere verwachtingen ten aanzien van de manier waarop het toezicht op B3 scholen op dit moment is ingericht en wordt uitgevoerd Met deze laatste onderzoeksvraag zijn verschillende mogelijkheden voor verbetering in beeld gebracht 4,31
Welke aanpassingen in inrichting en uitvoering zijn er mogelijk om het toezicht op B3scholen te verbeteren a,31
Welke aanpassingen zijn er volgens de inspectie mogelijk b,31
Welke aanpassingen zijn er volgens de verschillende stakeholders mogelijk c,31
Welke aanpassingen zijn er eventueel aanvullend mogelijk naar aanleiding 29 van 43 Toezicht op B3scholen 4 Verantwoording onderzoek a,31
Waaruit bestaat het wettelijk kader b,31
Wat is de algemene stelselverantwoordelijkheid en de specifieke ministeriele verantwoordelijkheid ten aanzien van het toezicht op de B3 scholen c,31
Welke rol taken en bevoegdheden heeft de inspectie bij het toezicht op de B3scholen d,31
Op welke toezichtaspecten eisenkwaliteitscriteria richt het toezicht zich a,31
Op welke wijze geeft de inspectie in de praktijk invulling aan de uitgangspunten van het referentiekader ten aanzien van goed toezicht b,31
Welke dilemmas komt de inspectie tegen in de praktijk en welke keuzes en afwegingen maakt de inspectie daarbij d,31
Welke leerervaringen zijn er op basis van studies over casuïstiek in het verleden te trekken van een analyse van de gesignaleerde aandachtspunten bij onderzoekvraag 3 42 Object van onderzoek afbakening en definities Onder toezicht verstaan we in dit onderzoek het verzamelen van de informatie over de vraag of een handeling of zaak voldoet aan de daaraan gestelde eisen het zich daarna vormen van een oordeel daarover en het eventueel naar aanleiding daarvan interveniëren15 Toezicht kent dus drie kernactiviteiten informatie verzamelen oordelen en handhaven,31
Het onderzoek betreft het toezicht op B3scholen in het primair en voortgezet onderwijs,31
Het onderzoek richt zich op zowel de rol van de inspectie bij het erkennen van een B3school als de taak de kwaliteit van het onderwijs te beoordelen en te bevorderen,31
Bij dit onderzoek zijn de volgende stakeholders onderscheiden de politiek ouders van leerlingen directies van B3scholen en de betrokken beleidsdirecties bij het ministerie van OCW,31
Het perspectief van ouders van leerlingen op B3scholen en de politiek is vooral inzichtelijk gemaakt via de dilemmas van de inspectie en deels ook via de aandachtspunten van de scholen die we hebben gesproken 43 Referentiekader Het referentiekader voor het onderzoek wordt op de eerste plaats bepaald door de verschillende relevante wetgeving De Leerplichtwet 1969 de Wet op het onderwijstoezicht WOT de Wet op het primair onderwijs WPO en de Wet op het voortgezet onderwijs WVO,31
Daarbij horen ook de onderzoekskaders zoals die voor niet bekostigd onderwijs zijn uitgewerkt in het Onderzoekskader 2017 niet bekostigd primair onderwijs en het Onderzoekskader 2017 niet bekostigd voortgezet onderwijs,31
Als referentiekader voor goed toezicht hanteren we de Kaderstellende visie op toezicht 2005 Minder last meer effect Zes principes van goed toezicht van het Ministerie van BZK KVoT,31
Dit kader is nog steeds actueel en sluit nauw aan op de principes van goed toezicht die de OECD in 2014 als best practice presenteerde16 Daarnaast publiceerde de Wetenschappelijke Raad voor het Regeringsbeleid WRR in 2013 een aantal aanbevelingen voor de ontwikkeling van het toezicht17 De Inspectieraad bracht deze aanbevelingen recent weer onder de aandacht als inspiratie voor de verdere vernieuwing van het toezicht18 Op basis van de KVoT en de aanvullende inzichten uit de rapporten van de OECD en WRR onderscheiden we als referentiekader voor dit onderzoek de volgende aspecten van goed toezicht 1,31
De informatieverzameling is toereikend de toezichthouder beschikt over de benodigde informatie om eventuele overtreding van normen en het schaden van publieke belangen te signaleren 15 Definitie conform Kaderstellende visie op toezicht 2005 Minder last meer effect Zes principes van goed toezicht Ministerie van BZK 2005 pag18,31
De daarin omschreven zes principes van goed toezicht zijn selectief slagvaardig samenwerkend onafhankelijk transparant en professioneel 16 OECD Best Practise Principles for Regulatory Policy 2014 1,31
Evidence based enforcement 2,31
Risk focus and proportionality 4,31
Responsive regulation 5,31
Longterm vision 6,31
Co ordination and consolidation 7,31
Transparent governance 8,31
Information integration 9,31
Clear and fair process 10,31
Compliance promotion 11,31
Professionalism 17 Aanbevelingen WRR in Toezien op publieke belangen naar een verruimd perspectief op rijkstoezicht 2013 1,31
Stel de maatschappelijke functie van toezicht centraal 2,31
Breng de opbrengsten van toezicht in kaart 3,31
Hanteer een governancebenadering 4,31
Versterk de reflectieve functie van toezicht 5,31
Besteed hernieuwd aandacht aan de kernwaarden van toezicht 18 Inspectieraad Reflecties op de staat van het toezicht 2019 30 van 43 Toezicht op B3scholen de informatieverzameling van de toezichthouder sluit aan op de ministeriële verantwoordelijkheid en de te borgen publieke belangen het toezicht is vormgegeven op basis van risicoanalyses rekening houdend met de kwaliteit van het onderwijs de wijze waarop de professionaliteit van de instelling en het bestuur is gewaarborgd en de mate van naleving van wettelijke voorschriften en een kostenbatenanalyse de minister worden voorgelegd consultatie de toezichthouder maakt de afweging of en op welke wijze hij ingrijpt de toezichthouder signaleert en reflecteert op de staat van het stelsel op de verantwoordelijkheden en bevoegdheden zijn helder omschreven de toezichthouder maakt de keuzes in zijn toezicht inzichtelijk de effectiviteit en doelmatigheid van het toezicht waaronder de het toezicht gaat uit van het beginsel van verifieerbaar vertrouwen de toezichthouder managet risicos en prioriteert doelen de toezichthouder ontwikkelt zich aan de hand van actuele ontwikkelingen 31 van 43 Toezicht op B3scholen de toezichthouder heeft toereikende capaciteit om de toezichtactiviteiten uit te voeren 2,31
De oordeelsvorming sluit aan op de gestelde eisen de eisen de wettelijke normen en te borgen publieke belangen waarop het toezicht zich richt zijn duidelijk en transparant vastgelegd de beoordeling door de toezichthouder sluit aan op deze eisen 3,31
De interventies zijn effectief de toezichthouder intervenieert passend bij een geconstateerde overtreding van normen of het schaden van publieke belangen zie ook punt 5 het toezicht is slagvaardig de toezichthouder heeft inzicht in het handhavingsniveau de mate waarin normen worden nageleefd het handhavingsniveau wordt door de minister politiek samenleving als toereikend ervaren er wordt geleerd van incidenten en ervaringen aanpassen toezichtstrategie 4,31
Het toezicht is selectief het toezicht sluit aan op de ministeriële verantwoordelijkheid zoals vastgelegd in WPOWVO Leerplichtwet etc geen witte vlekken maar ook geen verruiming het toezicht is afgestemd op de interne governance van de scholen soberder naarmate de interne governance beter functioneert de informatieverzameling is efficiënt er wordt niet meer dan nodig opgevraagd en informatie wordt hergebruikt indien mogelijk het toezicht veroorzaakt geen onnodige last en stopt wanneer er voldoende zicht is om tot bevindingen te komen 5,31
Het toezicht is slagvaardig de toezichthouder reageert gepast op klachten en signalen passend bij aard van signaal en na verkenning van wat er aan de hand is er is een afgewogen interventiestrategie moment en zwaarte van de interventie 6,31
Het toezicht is samenwerkend toezichthouders stemmen hun toezichtplannen risicoprofielen en meerjarenplannen op elkaar af de singleauditgedachte is leidend vermijden van overlap 7,31
Het toezicht is onafhankelijk de toezichthouder is onafhankelijk gepositioneerd de toezichthouder legt zijn toezichtkeuzes vast in een toezichtplan die aan basis van de bevindingen uit het toezicht 8,31
Het toezicht is transparant maatschappelijke opbrengst van het toezicht worden inzichtelijk gemaakt 9,31
Het toezicht is professioneel het toezicht is aanvullend op het stelsel van controle en verantwoording in de samenleving waarbij het maatschappelijk krachtenveld wordt benut In bovenstaand referentiekader zijn ook de uitgangspunten voor de taakuitvoering zoals opgenomen in artikel 4 van de WOT19 opgenomen en is het concept van proportioneel toezicht verwerkt,31
Dit referentiekader is afgestemd met de opdrachtgever van dit onderzoek,31
Deze referentiekaders worden niet als toetsende kaders gebruikt om een uitspraak te doen of de inspectie het toezicht conform deze kaders heeft ingericht of om een uitspraak te doen of het toezicht goed is ingericht,31
We gebruiken deze referentiekaders om de feitelijke praktijk en de gewenste situatie met elkaar te kunnen vergelijken en de inrichting en uitvoering van het toezicht te analyseren om eventuele aandachtspunten op te sporen die gerelateerd zijn aan de casuïstiek en dilemmas die zich in de praktijk voordoen 44 Aanpak van het onderzoek Dit onderzoek is uitgevoerd op basis van een documentstudie en interviews,31
Daarbij zijn onder andere onderwijswetten de Onderzoekskaders NBO Kamerstukken en diverse rapporten en studies bestudeerd,31
We hebben in totaal 12 gesprekken gevoerd met Zes verschillende soorten B3scholen Het team van de inspectie dat zich bezig houdt met toezicht op B3scholen De beleidsmedewerkers van het ministerie van OCW die zich bezig houden ervaring heeft als B3school o Een oud inspecteur met ervaring met B3scholen o Een onderwijspsychoog die zich vanuit wetenschappelijk perspectief Tijdens de voorbereidende gesprekken van dit onderzoek heeft de inspectie aangegeven verschillende dilemmas te ervaren bij het toezicht op B3scholen,31
In overleg met de inspectie hebben we deze dilemmas in kaart gebracht,31
Deze dilemmas zijn in en expliciet onderwerp van gesprek geweest bij de verschillende interviews,31
Ook zijn we bij het team van de inspectie dat zich bezig houdt met B3 scholen nagegaan wat deze dilemmas betekenen in hun praktijk hoe ze daarmee omgaan en of er iets moet veranderen,31
Van de opdrachtgever hebben we verder enkele casu ontvangen,31
Ook in de gesprekken met de inspectie is over casuïstiek gesproken,31
Aanvullend hebben we documentatie bestudeerd die vanuit verschillende perspectieven inzicht geven in de context en dilemmas rond toezicht op B3scholen waaronder uitspraken van de Raad van State Kamerstukken diverse media enkele studies Nationale Ombudsman en Onderwijsraad,31
Dit in aanvulling op de perspectieven uit de interviews,31
Daarnaast zijn casuïstiek en leerervaringen in de verschillende interviews aan de orde geweest 19 In artikel 4 van de WOT is het volgende bepaald rond de taakuitvoering van de inspectie 1,31
De inspectie verricht haar taken met inachtneming van de vrijheid van onderwijs 2,31
De inspectie verricht haar taken op zodanige wijze dat instellingen niet meer worden belast dan voor een zorgvuldige uitoefening van het toezicht noodzakelijk is 3,31
